"YAL038W" 5
"YBL021C" 1
"YBL025W" 3
"YBL072C" 2
"YBL087C" 2
"YBR055C" 5
"YBR123C" 1
"YBR181C" 3
"YBR188C" 2
"YBR189W" 3
"YBR191W" 1
"YBR193C" 3
"YBR215W" 5
"YBR236C" 5
"YBR253W" 1
"YBR279W" 5
"YCR012W" 5
"YDL030W" 3
"YDL044C" 2
"YDL061C" 5
"YDL075W" 2
"YDL082W" 3
"YDL083C" 5
"YDL136W" 5
"YDL191W" 1
"YDL194W" 3
"YDR064W" 5
"YDR073W" 3
"YDR088C" 5
"YDR240C" 3
"YDR243C" 5
"YDR308C" 3
"YDR341C" 5
"YDR342C" 2
"YDR343C" 2
"YDR345C" 3
"YDR397C" 5
"YDR450W" 2
"YDR471W" 2
"YDR473C" 5
"YDR500C" 5
"YDR536W" 5
"YEL056W" 3
"YER022W" 5
"YER029C" 4
"YER032W" 3
"YER074W" 2
"YER102W" 5
"YER112W" 3
"YER117W" 5
"YER131W" 5
"YER159C" 5
"YER162C" 3
"YER169W" 1
"YFL001W" 5
"YFL011W" 3
"YFR037C" 1
"YGL031C" 5
"YGL070C" 3
"YGL076C" 5
"YGL090W" 5
"YGL103W" 5
"YGL123W" 2
"YGL135W" 1
"YGL147C" 1
"YGL189C" 3
"YGL243W" 2
"YGL244W" 1
"YGL253W" 5
"YGR005C" 2
"YGR013W" 3
"YGR027C" 1
"YGR034W" 5
"YGR047C" 5
"YGR056W" 1
"YGR074W" 2
"YGR075C" 5
"YGR091W" 4
"YGR104C" 3
"YGR118W" 5
"YGR148C" 3
"YGR186W" 5
"YGR192C" 2
"YGR200C" 1
"YGR240C" 5
"YGR254W" 5
"YGR289C" 2
"YHL001W" 5
"YHL009C" 3
"YHL033C" 3
"YHR006W" 1
"YHR010W" 1
"YHR021C" 1
"YHR058C" 4
"YHR092C" 5
"YHR094C" 5
"YHR096C" 2
"YHR141C" 5
"YHR174W" 3
"YHR178W" 5
"YHR203C" 2
"YIL018W" 5
"YIL021W" 5
"YIL052C" 5
"YIL069C" 3
"YIL133C" 5
"YIL170W" 5
"YIR015W" 3
"YIR018W" 4
"YJL052W" 2
"YJL115W" 1
"YJL127C" 5
"YJL136C" 2
"YJL140W" 1
"YJL176C" 5
"YJL177W" 2
"YJL189W" 5
"YJL190C" 1
"YJL203W" 5
"YJL214W" 5
"YJL219W" 2
"YJR009C" 5
"YJR022W" 5
"YJR050W" 5
"YJR052W" 5
"YJR093C" 1
"YJR123W" 5
"YJR145C" 5
"YKL006W" 3
"YKL011C" 2
"YKL012W" 3
"YKL015W" 1
"YKL060C" 3
"YKL113C" 3
"YKL125W" 5
"YKL149C" 3
"YKL152C" 2
"YKR008W" 5
"YKR025W" 5
"YKR057W" 1
"YLL036C" 3
"YLR061W" 3
"YLR116W" 1
"YLR117C" 3
"YLR185W" 5
"YLR264W" 5
"YLR298C" 5
"YLR316C" 5
"YLR321C" 3
"YLR325C" 5
"YLR333C" 5
"YLR344W" 4
"YML026C" 5
"YML114C" 1
"YMR005W" 5
"YMR011W" 1
"YMR106C" 3
"YMR125W" 2
"YMR137C" 5
"YMR142C" 4
"YMR143W" 5
"YMR182C" 3
"YMR193W" 3
"YMR205C" 5
"YMR213W" 2
"YMR230W" 1
"YMR242C" 3
"YMR270C" 5
"YMR277W" 5
"YNL067W" 5
"YNL069C" 5
"YNL096C" 3
"YNL162W" 5
"YNL178W" 5
"YNL230C" 1
"YNL301C" 1
"YNL314W" 5
"YOL120C" 3
"YOL135C" 3
"YOR096W" 1
"YOR148C" 5
"YOR167C" 5
"YOR182C" 5
"YOR194C" 5
"YOR234C" 4
"YOR293W" 5
"YOR312C" 1
"YOR319W" 3
"YOR347C" 2
"YOR369C" 5
"YPL075W" 1
"YPL079W" 1
"YPL081W" 3
"YPL090C" 3
"YPL143W" 5
"YPL198W" 1
"YPL213W" 2
"YPL220W" 1
"YPR043W" 3
"YPR101W" 3
"YPR107C" 3
"YPR132W" 1
"YPR168W" 5
"YPR182W" 5
"YPR186C" 3
