"YAL038W" 1
"YBL021C" 4
"YBL025W" 4
"YBL072C" 2
"YBL087C" 3
"YBR055C" 4
"YBR123C" 4
"YBR181C" 3
"YBR188C" 4
"YBR189W" 3
"YBR191W" 3
"YBR193C" 4
"YBR215W" 4
"YBR236C" 4
"YBR253W" 4
"YBR279W" 4
"YCR012W" 1
"YDL030W" 4
"YDL044C" 4
"YDL061C" 2
"YDL075W" 2
"YDL082W" 3
"YDL083C" 3
"YDL136W" 2
"YDL191W" 2
"YDL194W" 2
"YDR064W" 3
"YDR073W" 4
"YDR088C" 4
"YDR240C" 4
"YDR243C" 4
"YDR308C" 4
"YDR341C" 2
"YDR342C" 2
"YDR343C" 2
"YDR345C" 2
"YDR397C" 4
"YDR450W" 3
"YDR471W" 2
"YDR473C" 4
"YDR500C" 2
"YDR536W" 4
"YEL056W" 2
"YER022W" 4
"YER029C" 4
"YER032W" 4
"YER074W" 3
"YER102W" 2
"YER112W" 4
"YER117W" 3
"YER131W" 2
"YER159C" 4
"YER162C" 4
"YER169W" 4
"YFL001W" 4
"YFL011W" 2
"YFR037C" 4
"YGL031C" 2
"YGL070C" 4
"YGL076C" 2
"YGL090W" 4
"YGL103W" 3
"YGL123W" 3
"YGL135W" 3
"YGL147C" 2
"YGL189C" 3
"YGL243W" 4
"YGL244W" 4
"YGL253W" 1
"YGR005C" 4
"YGR013W" 4
"YGR027C" 2
"YGR034W" 3
"YGR047C" 4
"YGR056W" 4
"YGR074W" 4
"YGR075C" 4
"YGR091W" 4
"YGR104C" 4
"YGR118W" 2
"YGR148C" 3
"YGR186W" 4
"YGR192C" 1
"YGR200C" 4
"YGR240C" 2
"YGR254W" 1
"YGR289C" 2
"YHL001W" 2
"YHL009C" 4
"YHL033C" 2
"YHR006W" 4
"YHR010W" 2
"YHR021C" 3
"YHR058C" 4
"YHR092C" 2
"YHR094C" 2
"YHR096C" 2
"YHR141C" 2
"YHR174W" 1
"YHR178W" 4
"YHR203C" 3
"YIL018W" 3
"YIL021W" 4
"YIL052C" 2
"YIL069C" 2
"YIL133C" 3
"YIL170W" 2
"YIR015W" 2
"YIR018W" 4
"YJL052W" 1
"YJL115W" 4
"YJL127C" 4
"YJL136C" 2
"YJL140W" 4
"YJL176C" 4
"YJL177W" 3
"YJL189W" 2
"YJL190C" 2
"YJL203W" 4
"YJL214W" 2
"YJL219W" 2
"YJR009C" 1
"YJR022W" 4
"YJR050W" 4
"YJR052W" 4
"YJR093C" 4
"YJR123W" 3
"YJR145C" 3
"YKL006W" 2
"YKL011C" 4
"YKL012W" 4
"YKL015W" 4
"YKL060C" 1
"YKL113C" 4
"YKL125W" 4
"YKL149C" 4
"YKL152C" 4
"YKR008W" 4
"YKR025W" 4
"YKR057W" 2
"YLL036C" 4
"YLR061W" 2
"YLR116W" 2
"YLR117C" 4
"YLR185W" 2
"YLR264W" 2
"YLR298C" 4
"YLR316C" 2
"YLR321C" 4
"YLR325C" 2
"YLR333C" 3
"YLR344W" 3
"YML026C" 3
"YML114C" 4
"YMR005W" 4
"YMR011W" 2
"YMR106C" 2
"YMR125W" 2
"YMR137C" 4
"YMR142C" 2
"YMR143W" 2
"YMR182C" 2
"YMR193W" 2
"YMR205C" 2
"YMR213W" 4
"YMR230W" 2
"YMR242C" 3
"YMR270C" 4
"YMR277W" 4
"YNL067W" 2
"YNL069C" 3
"YNL096C" 3
"YNL162W" 3
"YNL178W" 3
"YNL230C" 2
"YNL301C" 2
"YNL314W" 4
"YOL120C" 2
"YOL135C" 2
"YOR096W" 3
"YOR148C" 4
"YOR167C" 2
"YOR182C" 2
"YOR194C" 4
"YOR234C" 3
"YOR293W" 2
"YOR312C" 3
"YOR319W" 4
"YOR347C" 2
"YOR369C" 2
"YPL075W" 2
"YPL079W" 2
"YPL081W" 2
"YPL090C" 3
"YPL143W" 2
"YPL198W" 2
"YPL213W" 4
"YPL220W" 2
"YPR043W" 2
"YPR101W" 4
"YPR107C" 4
"YPR132W" 2
"YPR168W" 4
"YPR182W" 4
"YPR186C" 2
