"YKL116C" 7
"YKL164C" 4
"YLR079W" 22
"YNL078W" 13
"YNL327W" 13
"YIL009W" 4
"YER158C" 5
"YNR067C" 22
"YOL011W" 18
"YOR264W" 7
"YBR067C" 23
"YBR158W" 23
"YDR055W" 19
"YEL066W" 23
"YGR044C" 24
"YGR062C" 17
"YJL218W" 7
"YNL173C" 16
"YNL192W" 20
"YOL006C" 9
"YOR342C" 22
"YGR289C" 8
"YLR194C" 4
"YMR251W.A" 23
"YGL055W" 6
"YLR049C" 15
"YIL159W" 9
"YOR374W" 7
"YBR071W" 4
"YER111C" 20
"YKL163W" 4
"YOR347C" 8
"YDL102W" 7
"YKR077W" 14
"YPR018W" 12
"YDR309C" 20
"YGL028C" 13
"YHR149C" 3
"YJL217W" 17
"YLR457C" 10
"YNL310C" 7
"YDL022W" 9
"YDL103C" 8
"YDL127W" 20
"YDL156W" 7
"YDR279W" 18
"YDR528W" 20
"YGL037C" 11
"YGR238C" 6
"YJL196C" 20
"YJR043C" 14
"YNL274C" 3
"YPL014W" 14
"YBL010C" 22
"YDL105W" 12
"YFR027W" 11
"YGL207W" 19
"YGR041W" 20
"YJR057W" 11
"YKL045W" 24
"YKL108W" 11
"YLR233C" 22
"YMR179W" 3
"YNL082W" 17
"YNL309W" 7
"YOR144C" 7
"YBL035C" 14
"YBR098W" 24
"YCL024W" 19
"YDL227C" 20
"YDR440W" 8
"YGR109C" 2
"YGR152C" 18
"YJL181W" 24
"YLR032W" 22
"YLR382C" 7
"YML020W" 10
"YML102W" 15
"YNL273W" 3
"YNL304W" 11
"YOR033C" 24
"YPR175W" 14
"YAR003W" 22
"YAR008W" 14
"YDL164C" 17
"YDR481C" 8
"YER153C" 16
"YHR159W" 7
"YIL101C" 10
"YJL074C" 14
"YJL078C" 17
"YNL233W" 22
"YPR120C" 20
"YPR174C" 14
"YPR184W" 9
"YDR097C" 14
"YER124C" 13
"YGL126W" 10
"YJL115W" 20
"YJR154W" 7
